origin_city,destination_city,avg_speed_mph,weight_of_truck_tons,fuel_price_usd_per_gallon,fuel_efficiency_mpg,traffic_status,road_condition_score,weather_condition,season,delivery_target_days,driver_hours_per_day,market_demand_index,carrier_type,holiday_indicator,lane_type_original,lane_type_corrected,lane_id_corrected,ref_distance_miles,ref_speed_limit_mph,ref_total_lane_cost_usd,fuel_cost_usd,total_cost_usd,avg_speed_mph_corrected
"Chicago, IL","Phoenix, AZ",53.9,11.9,4.97,5.64,Medium,9.4,Fog,Winter,4,8,2,Refrigerated,0,fast,slow,1,1670,60,3086.16,1471.613475,4557.773475,53.9
"Dallas, TX","Houston, TX",65,19.1,3.94,6.17,Low,5,Clear,Spring,1,8,0.9,Refrigerated,1,normal,normal,2,259,70,554.26,165.3905997,719.6505997,65
"Phoenix, AZ","Miami, FL",55.9,18.3,3.04,7.19,High,5.8,Storm,Fall,6,8,9.7,Refrigerated,1,fast,slow,1,2276,60,4206.05,962.3143255,5168.364325,55.9
"Chicago, IL","Phoenix, AZ",56.2,5,4.2,6.43,Medium,5.5,Snow,Winter,4,8,2.3,Dry Van,0,fast,slow,1,1670,60,3086.16,1090.824261,4176.984261,56.2
"Phoenix, AZ","New York, NY",62.8,13.1,4.18,5.73,Medium,9.9,Clear,Summer,5,8,4.6,Dry Van,0,slow,normal,2,2461,70,5377.29,1795.284468,7172.574468,62.8
"Denver, CO","Houston, TX",53.8,29.4,4.44,6.63,Low,8.5,Fog,Winter,3,8,0.4,Refrigerated,0,slow,slow,1,1010,60,1839.21,676.3800905,2515.59009,53.8
"Dallas, TX","Miami, FL",43.7,11.1,4.97,4.57,Low,7,Storm,Spring,4,8,7,Flatbed,0,slow,slow,1,1277,60,2353.51,1388.772429,3742.282429,43.7
"New York, NY","Atlanta, GA",40.3,13.2,4.04,4.35,Medium,6.1,Rain,Winter,3,8,0.8,Dry Van,0,slow,slow,1,858,60,1592.45,796.8551724,2389.305172,40.3
"Los Angeles, CA","Seattle, WA",44.6,19.2,4.38,7.2,Low,5.2,Clear,Winter,4,8,1,Refrigerated,0,normal,slow,1,1104,60,2034.67,671.6,2706.27,44.6
"Miami, FL","Atlanta, GA",64.7,5.8,4.87,4.21,Medium,7.2,Clear,Spring,2,8,8.7,Dry Van,0,fast,normal,2,697,70,1515.97,806.2684086,2322.238409,64.7
"Los Angeles, CA","Denver, CO",68.1,13.5,4.63,4.32,Low,9.4,Clear,Fall,2,8,8.2,Tanker,1,fast,normal,2,954,70,2065.41,1022.458333,3087.868333,68.1
"Seattle, WA","Chicago, IL",62.5,18.2,4.46,4.33,High,4.4,Rain,Winter,4,8,1.6,Dry Van,1,normal,normal,2,1993,70,4344.74,2052.836028,6397.576028,62.5
"Dallas, TX","New York, NY",47.7,29.4,3.67,4.73,Medium,8.7,Fog,Winter,5,8,5,Tanker,1,normal,slow,1,1576,60,2918.75,1222.816068,4141.566068,47.7
"Chicago, IL","New York, NY",65.2,10.7,4.99,7.9,High,7.9,Rain,Winter,2,8,2.2,Refrigerated,1,normal,normal,2,818,70,1807.78,516.6860759,2324.466076,65.2
"New York, NY","Seattle, WA",47.1,26,3.35,7.84,Medium,6.5,Fog,Summer,8,8,6.3,Tanker,1,fast,slow,1,2762,60,5140.08,1180.191327,6320.271327,47.1
"Chicago, IL","New York, NY",66.9,17.6,4.09,6.06,High,7.5,Storm,Spring,2,8,4.9,Tanker,1,fast,normal,2,818,70,1807.78,552.0825083,2359.862508,66.9
"Atlanta, GA","Denver, CO",71.5,15.5,3.55,6.37,Medium,9.5,Fog,Fall,3,8,4.7,Flatbed,1,normal,fast,3,1392,80,3744.48,775.7613815,4520.241381,71.5
"Denver, CO","Miami, FL",48.3,24.4,3.81,6.41,Medium,7.8,Snow,Spring,6,8,4.1,Tanker,0,fast,slow,1,1984,60,3666.43,1179.25741,4845.68741,48.3
"Chicago, IL","New York, NY",55.3,7.4,3.81,6.37,Medium,7.5,Clear,Summer,2,8,1,Refrigerated,0,slow,slow,1,818,60,1537.02,489.2590267,2026.279027,55.3
"New York, NY","Seattle, WA",50.9,15,4.72,4.04,Medium,7.5,Clear,Fall,7,8,9.7,Dry Van,1,fast,slow,1,2762,60,5140.08,3226.891089,8366.971089,50.9
"Dallas, TX","Houston, TX",48.3,6.8,3.34,6.08,Medium,6,Snow,Winter,1,8,4.5,Refrigerated,0,fast,slow,1,259,60,470.34,142.2796053,612.6196053,48.3
"Phoenix, AZ","Atlanta, GA",73.2,11.3,3.72,5.52,Medium,7.6,Storm,Summer,4,8,4.7,Flatbed,1,slow,fast,3,1827,80,4914.63,1231.23913,6145.86913,73.2
"New York, NY","Atlanta, GA",68.2,19.6,4.74,4.82,High,4.7,Storm,Winter,2,8,0.6,Dry Van,0,normal,normal,2,858,70,1874.73,843.7593361,2718.489336,68.2
"Los Angeles, CA","Houston, TX",72.8,6,3.24,5.81,Medium,9.6,Snow,Summer,3,8,5.1,Flatbed,0,fast,fast,3,1577,80,4264.21,879.4285714,5143.638571,72.8
"Los Angeles, CA","Denver, CO",45.2,29.7,4.93,4.02,Low,9.7,Clear,Winter,3,8,8.7,Refrigerated,1,slow,slow,1,954,60,1754.41,1169.955224,2924.365224,45.2
"Denver, CO","Phoenix, AZ",58,17.2,4.33,4.56,Low,4.2,Snow,Summer,2,8,9.4,Dry Van,0,normal,slow,1,673,60,1228.23,639.0548246,1867.284825,58
"Dallas, TX","Los Angeles, CA",45.7,9.7,4.46,4.62,High,5.4,Clear,Winter,4,8,6.9,Dry Van,1,slow,slow,1,1423,60,2609.78,1373.718615,3983.498615,45.7
"Denver, CO","Phoenix, AZ",73.1,22.1,3.99,6.47,Medium,9.2,Fog,Summer,2,8,0.3,Refrigerated,0,fast,fast,3,673,80,1810.37,415.0340031,2225.404003,73.1
"Miami, FL","Denver, CO",64.1,21.9,3.43,6.64,Medium,6.4,Storm,Fall,4,8,1.1,Dry Van,0,slow,normal,2,1984,70,4315.2,1024.86747,5340.06747,64.1
"Atlanta, GA","Denver, CO",75,6.2,4.95,5.63,Low,9.2,Clear,Spring,3,8,5.7,Dry Van,0,fast,fast,3,1392,80,3744.48,1223.872114,4968.352114,75
"Los Angeles, CA","Houston, TX",70.7,15.1,3.65,6.67,Medium,8.8,Clear,Winter,3,8,8,Tanker,1,normal,fast,3,1577,80,4264.21,862.976012,5127.186012,70.7
"Los Angeles, CA","New York, NY",68.6,8,4.09,4.02,High,5.9,Rain,Summer,6,8,7,Flatbed,1,normal,normal,2,2812,70,6186.4,2860.965174,9047.365174,68.6
"Dallas, TX","Denver, CO",55.7,10.9,3.75,4.91,Medium,4.4,Clear,Summer,2,8,6.7,Tanker,1,slow,slow,1,762,60,1387.6,581.9755601,1969.57556,55.7
"Denver, CO","Houston, TX",56.2,14.5,4.73,6.08,Medium,6.9,Clear,Summer,3,8,3.4,Refrigerated,1,slow,slow,1,1010,60,1839.21,785.7401316,2624.950132,56.2
"Miami, FL","Chicago, IL",54,19.5,4.07,6.43,Low,8.6,Rain,Fall,4,8,7.2,Tanker,0,normal,slow,1,1370,60,2561.9,867.1695179,3429.069518,54
"Denver, CO","Houston, TX",40.6,9.9,3.02,6.59,Medium,9.4,Rain,Summer,4,8,9.3,Refrigerated,0,fast,slow,1,1010,60,1839.21,462.8528073,2302.062807,40.6
"Seattle, WA","Chicago, IL",72.7,13.8,3.2,5.94,High,5.5,Rain,Summer,4,8,3.1,Dry Van,0,fast,fast,3,1993,80,5444.88,1073.670034,6518.550034,72.7
"Atlanta, GA","Chicago, IL",58.9,12.8,4.22,6.86,Medium,5.6,Rain,Spring,2,8,1.2,Refrigerated,0,slow,slow,1,677,60,1251.1,416.4635569,1667.563557,58.9
"Los Angeles, CA","Phoenix, AZ",63.8,9.5,4.05,6.84,High,4.6,Storm,Fall,1,8,4.2,Dry Van,1,normal,normal,2,410,70,887.65,242.7631579,1130.413158,63.8
"Los Angeles, CA","Phoenix, AZ",68.6,14.3,4.05,4.45,Medium,4,Fog,Summer,1,8,5.2,Dry Van,0,slow,normal,2,410,70,887.65,373.1460674,1260.796067,68.6
"Miami, FL","Seattle, WA",67.8,21.2,3.35,5.44,Medium,9.4,Fog,Fall,6,8,5.6,Flatbed,0,slow,normal,2,3141,70,6847.38,1934.255515,8781.635515,67.8
"Miami, FL","Houston, TX",50.6,23.3,4.7,6.69,High,8.9,Clear,Fall,3,8,1.5,Tanker,0,slow,slow,1,1112,60,2049.42,781.22571,2830.64571,50.6
"Phoenix, AZ","Atlanta, GA",45.4,10.9,4.74,5.89,High,7.2,Fog,Spring,6,8,3.1,Flatbed,1,normal,slow,1,1827,60,3334.28,1470.285229,4804.565229,45.4
"Chicago, IL","Miami, FL",47.2,20.9,3.51,6.53,Low,4.4,Storm,Spring,4,8,2.7,Flatbed,0,fast,slow,1,1370,60,2561.9,736.4012251,3298.301225,47.2
"Phoenix, AZ","New York, NY",63.7,16.1,3.89,6.9,High,4.1,Storm,Spring,5,8,8.2,Dry Van,1,fast,normal,2,2461,70,5377.29,1387.433333,6764.723333,63.7
"Houston, TX","Denver, CO",51.8,27.6,4.55,5.06,Medium,7.9,Storm,Winter,3,8,4,Dry Van,0,normal,slow,1,1010,60,1839.21,908.201581,2747.411581,51.8
"Miami, FL","Chicago, IL",52,20.4,3.88,7.33,High,8,Fog,Summer,4,8,8.8,Dry Van,0,fast,slow,1,1370,60,2561.9,725.1841746,3287.084175,52
"Miami, FL","Chicago, IL",58.7,13.1,3.67,6.68,High,10,Rain,Summer,3,8,5.6,Dry Van,1,fast,slow,1,1370,60,2561.9,752.6796407,3314.579641,58.7
"Los Angeles, CA","Chicago, IL",56.3,6.5,4.12,7.83,High,5.1,Fog,Summer,5,8,5.4,Refrigerated,0,normal,slow,1,2004,60,3729.44,1054.467433,4783.907433,56.3
"Denver, CO","Seattle, WA",55.8,23.9,3.7,6.66,Low,8.8,Snow,Summer,3,8,9.7,Refrigerated,0,normal,slow,1,1172,60,2144.76,651.1111111,2795.871111,55.8
"Miami, FL","Phoenix, AZ",65.8,24.2,3.49,6.69,Low,4.6,Rain,Spring,5,8,7.9,Flatbed,1,slow,normal,2,2276,70,4950.3,1187.330344,6137.630344,65.8
"Chicago, IL","Seattle, WA",61.3,17.7,3.32,4.25,High,4.7,Storm,Winter,5,8,3.4,Dry Van,0,fast,normal,2,1993,70,4344.74,1556.884706,5901.624706,61.3
"New York, NY","Denver, CO",52.1,11,4.02,7.3,Low,5.7,Rain,Spring,5,8,5.2,Tanker,0,slow,slow,1,1872,60,3474.43,1030.882192,4505.312192,52.1
"Denver, CO","Miami, FL",57.4,29.8,4.7,4.83,High,9.6,Rain,Fall,5,8,6.3,Dry Van,1,fast,slow,1,1984,60,3666.43,1930.600414,5597.030414,57.4
"Atlanta, GA","Seattle, WA",58.6,23,3.28,4.85,Medium,8.9,Fog,Spring,6,8,1.7,Dry Van,1,slow,slow,1,2505,60,4584.15,1694.103093,6278.253093,58.6
"Phoenix, AZ","Houston, TX",52.1,29.4,4.28,7.29,High,4.8,Storm,Fall,3,8,9.2,Refrigerated,0,normal,slow,1,1166,60,2123.29,684.5651578,2807.855158,52.1
"New York, NY","Los Angeles, CA",61.2,24.1,3.35,6.01,Low,6.4,Fog,Summer,6,8,3.7,Flatbed,0,normal,normal,2,2812,70,6186.4,1567.420965,7753.820965,61.2
"Houston, TX","Chicago, IL",40.9,8.4,4.93,6.2,Medium,9.8,Fog,Spring,4,8,2.8,Tanker,0,slow,slow,1,1083,60,1995.97,861.1596774,2857.129677,40.9
"Atlanta, GA","Phoenix, AZ",40,5.4,4.21,5.46,Low,6.3,Fog,Winter,6,8,1.9,Tanker,1,normal,slow,1,1827,60,3334.28,1408.730769,4743.010769,40
"Atlanta, GA","Denver, CO",57,23.9,4.24,5.19,Medium,6.6,Rain,Winter,4,8,0.7,Dry Van,0,slow,slow,1,1392,60,2540.4,1137.202312,3677.602312,57
"Miami, FL","Los Angeles, CA",49.3,9.4,4.38,6.47,Low,7.8,Snow,Fall,7,8,2.3,Refrigerated,1,slow,slow,1,2686,60,4998.65,1818.343122,6816.993122,49.3
"Phoenix, AZ","Dallas, TX",46.1,21.4,4.7,6.9,Low,8.8,Snow,Spring,3,8,5.3,Refrigerated,1,slow,slow,1,1017,60,1851.96,692.7391304,2544.69913,46.1
"Chicago, IL","Houston, TX",46.2,14.7,4.93,4.99,Medium,4.8,Clear,Winter,3,8,7.9,Refrigerated,1,slow,slow,1,1083,60,1995.97,1069.977956,3065.947956,46.2
"New York, NY","Phoenix, AZ",63.8,9.7,4.24,5.29,Low,9,Fog,Winter,5,8,8,Refrigerated,0,slow,normal,2,2461,70,5377.29,1972.521739,7349.811739,63.8
"Houston, TX","Denver, CO",57.1,7.7,4.1,5.82,High,9.1,Snow,Spring,3,8,4.9,Tanker,0,slow,slow,1,1010,60,1839.21,711.5120275,2550.722027,57.1
"Chicago, IL","Seattle, WA",51.4,23.4,3.95,5.5,Low,6.4,Storm,Winter,5,8,7.9,Tanker,1,normal,slow,1,1993,60,3691.04,1431.336364,5122.376364,51.4
"Dallas, TX","Denver, CO",73.4,24.7,3.63,6.75,Medium,6.6,Clear,Summer,2,8,9.3,Flatbed,1,normal,fast,3,762,80,2044.45,409.7866667,2454.236667,73.4
"Atlanta, GA","Chicago, IL",67.3,25.6,3.99,5.55,High,6.7,Snow,Spring,2,8,8.9,Flatbed,1,fast,normal,2,677,70,1472.47,486.7081081,1959.178108,67.3
"Seattle, WA","Miami, FL",70.9,7.6,4.98,5.77,Low,4.3,Fog,Fall,6,8,7.5,Refrigerated,0,fast,fast,3,3141,80,8581.21,2710.94974,11292.15974,70.9
"Chicago, IL","Phoenix, AZ",68.1,7.6,3.07,6.03,Medium,6.3,Rain,Winter,4,8,9.7,Refrigerated,0,slow,normal,2,1670,70,3632.25,850.2321725,4482.482172,68.1
"Miami, FL","Houston, TX",67.4,13.9,3.82,6.2,Medium,9,Storm,Fall,3,8,4.2,Dry Van,0,fast,normal,2,1112,70,2413.04,685.1354839,3098.175484,67.4
"Atlanta, GA","Houston, TX",58,27.5,4.56,4.91,Low,9.9,Snow,Summer,2,8,1.2,Flatbed,1,normal,slow,1,806,60,1467.73,748.5458248,2216.275825,58
"Denver, CO","New York, NY",67.1,21.1,4.06,4.17,Medium,9.8,Fog,Summer,4,8,2.9,Refrigerated,1,fast,normal,2,1872,70,4090.32,1822.618705,5912.938705,67.1
"Phoenix, AZ","Miami, FL",61.1,19.6,4.5,7.25,Medium,7.9,Clear,Fall,5,8,6,Flatbed,1,fast,normal,2,2276,70,4950.3,1412.689655,6362.989655,61.1
"New York, NY","Los Angeles, CA",53.2,18.8,3.78,4.65,Medium,5.6,Snow,Winter,7,8,6.8,Flatbed,1,fast,slow,1,2812,60,5258.44,2285.883871,7544.323871,53.2
"Houston, TX","New York, NY",40.4,29.8,4.34,5.27,High,9.3,Fog,Spring,6,8,2.5,Tanker,1,normal,slow,1,1630,60,3018.76,1342.352941,4361.112941,40.4
"Phoenix, AZ","Dallas, TX",56.1,26,4.46,7.11,Medium,7.9,Storm,Fall,3,8,9.8,Dry Van,0,fast,slow,1,1017,60,1851.96,637.9493671,2489.909367,56.1
"Chicago, IL","Denver, CO",41.5,9.1,3.26,6.9,High,8.9,Rain,Winter,4,8,8.4,Refrigerated,1,normal,slow,1,1056,60,1951.49,498.9217391,2450.411739,41.5
"Dallas, TX","Los Angeles, CA",59,19.8,4.02,5.19,Low,7.4,Snow,Summer,4,8,6.4,Tanker,0,slow,slow,1,1423,60,2609.78,1102.208092,3711.988092,59
"New York, NY","Los Angeles, CA",45.6,16.5,3.02,4.99,Medium,8.4,Snow,Summer,8,8,1,Tanker,0,fast,slow,1,2812,60,5258.44,1701.851703,6960.291703,45.6
"New York, NY","Los Angeles, CA",68,10.1,4.11,6.93,Medium,7.7,Fog,Summer,6,8,3.8,Dry Van,0,fast,normal,2,2812,70,6186.4,1667.722944,7854.122944,68
"Chicago, IL","Dallas, TX",58.3,26.2,4.68,7.33,Low,4.1,Fog,Fall,2,8,7.6,Flatbed,1,fast,slow,1,925,60,1704.77,590.5866303,2295.35663,58.3
"Houston, TX","Phoenix, AZ",66.5,26,3.94,6.01,High,4.7,Snow,Fall,3,8,7.8,Refrigerated,0,slow,normal,2,1166,70,2501.07,764.3993344,3265.469334,66.5
"Los Angeles, CA","Chicago, IL",44.8,21.6,3,4.71,Low,4.2,Fog,Winter,6,8,7.9,Dry Van,1,normal,slow,1,2004,60,3729.44,1276.433121,5005.873121,44.8
"Chicago, IL","Seattle, WA",60.6,17,4.28,4.26,Medium,7.5,Snow,Spring,5,8,5.6,Refrigerated,1,fast,normal,2,1993,70,4344.74,2002.356808,6347.096808,60.6
"Seattle, WA","Atlanta, GA",63.7,25.1,3.54,7.3,Low,7,Rain,Spring,5,8,7,Tanker,0,slow,normal,2,2505,70,5398.28,1214.753425,6613.033425,63.7
"Miami, FL","Seattle, WA",74.4,10.2,4.65,6.08,Medium,6.2,Fog,Spring,6,8,4.3,Flatbed,0,fast,fast,3,3141,80,8581.21,2402.245066,10983.45507,74.4
"Houston, TX","Denver, CO",47.7,20,4.47,7.99,High,9.6,Fog,Fall,3,8,6.4,Tanker,0,fast,slow,1,1010,60,1839.21,565.0438048,2404.253805,47.7
"Los Angeles, CA","Miami, FL",46.2,22.1,4.98,6.99,Low,8.4,Fog,Fall,8,8,5.7,Dry Van,0,fast,slow,1,2686,60,4998.65,1913.630901,6912.280901,46.2
"Seattle, WA","Los Angeles, CA",45.8,22.5,4.17,6.35,Medium,8.2,Storm,Winter,4,8,0.6,Flatbed,0,slow,slow,1,1104,60,2034.67,724.9889764,2759.658976,45.8
"Houston, TX","Los Angeles, CA",47.9,14.4,3.92,5.92,Medium,6.6,Rain,Summer,5,8,1.3,Dry Van,0,slow,slow,1,1577,60,2892.22,1044.22973,3936.44973,47.9
"Houston, TX","Atlanta, GA",65.5,17.4,3.87,6.92,High,8.6,Snow,Spring,2,8,6.1,Dry Van,0,fast,normal,2,806,70,1728.87,450.7543353,2179.624335,65.5
"Seattle, WA","Los Angeles, CA",66.3,21.4,4.91,4.28,High,4.3,Rain,Spring,3,8,2.8,Dry Van,0,fast,normal,2,1104,70,2395.68,1266.504673,3662.184673,66.3
"Dallas, TX","Chicago, IL",67.5,29.4,3.74,5.72,High,9.1,Storm,Summer,2,8,1.6,Refrigerated,1,slow,normal,2,925,70,2007.25,604.8076923,2612.057692,67.5
"New York, NY","Dallas, TX",41.6,20.5,4.12,5.38,High,5.9,Storm,Summer,5,8,9,Dry Van,1,normal,slow,1,1576,60,2918.75,1206.899628,4125.649628,41.6
"Atlanta, GA","Denver, CO",63.2,29.1,4.12,7.75,Medium,4.3,Clear,Winter,3,8,6.2,Refrigerated,1,normal,normal,2,1392,70,2992.8,740.0051613,3732.805161,63.2
"Denver, CO","Phoenix, AZ",74.3,8.6,4.45,4.76,Low,6,Snow,Spring,2,8,9.5,Dry Van,1,normal,fast,3,673,80,1810.37,629.1701681,2439.540168,74.3
"Miami, FL","Denver, CO",46.4,5.6,4.44,5.67,Medium,4.5,Storm,Winter,6,8,5.5,Dry Van,0,slow,slow,1,1984,60,3666.43,1553.608466,5220.038466,46.4
"Phoenix, AZ","Chicago, IL",48,15.1,4.09,7.17,Medium,7.3,Rain,Spring,5,8,2.3,Flatbed,0,normal,slow,1,1670,60,3086.16,952.6220363,4038.782036,48
"Houston, TX","Denver, CO",55,8.5,4.33,4.86,Medium,4.6,Rain,Spring,3,8,7.5,Dry Van,1,fast,slow,1,1010,60,1839.21,899.8559671,2739.065967,55
"Atlanta, GA","Los Angeles, CA",67.5,7.8,3.71,7.91,High,8.8,Fog,Fall,5,8,3.4,Dry Van,1,normal,normal,2,2223,70,4812.8,1042.646018,5855.446018,67.5
"Dallas, TX","Chicago, IL",59.1,24,4.51,4.07,High,4.8,Fog,Spring,2,8,8.7,Refrigerated,1,normal,slow,1,925,60,1704.77,1025,2729.77,59.1
"Dallas, TX","New York, NY",55.8,29.6,4.54,4.11,Medium,4.4,Storm,Fall,4,8,2.8,Dry Van,0,normal,slow,1,1576,60,2918.75,1740.885645,4659.635645,55.8
"Chicago, IL","Denver, CO",67.9,14.3,3.9,5.59,Medium,4.6,Snow,Fall,2,8,2,Dry Van,0,slow,normal,2,1056,70,2296.8,736.744186,3033.544186,67.9
"Denver, CO","Dallas, TX",43.3,13.9,4.51,5.11,High,5.9,Rain,Summer,3,8,2,Dry Van,0,fast,slow,1,762,60,1387.6,672.5283757,2060.128376,43.3
"Denver, CO","Seattle, WA",58.2,16.2,4.12,4.66,High,7.7,Snow,Winter,3,8,2.8,Refrigerated,0,normal,slow,1,1172,60,2144.76,1036.188841,3180.948841,58.2
"Denver, CO","Miami, FL",44.9,10.1,3.37,7.58,High,7.9,Snow,Spring,6,8,8,Refrigerated,1,normal,slow,1,1984,60,3666.43,882.0686016,4548.498602,44.9
"Seattle, WA","Dallas, TX",70,7.9,4.48,5.28,Low,9.9,Rain,Summer,4,8,6.7,Tanker,1,slow,normal,2,1932,70,4153.8,1639.272727,5793.072727,70
"Los Angeles, CA","Seattle, WA",45.8,27,3.85,4.65,Medium,4.1,Storm,Summer,4,8,5.3,Refrigerated,1,slow,slow,1,1104,60,2034.67,914.0645161,2948.734516,45.8
"New York, NY","Houston, TX",71.2,7,4.46,4.75,Medium,9.1,Storm,Fall,3,8,5.4,Dry Van,1,fast,fast,3,1630,80,4453.16,1530.484211,5983.644211,71.2
"Dallas, TX","Miami, FL",51,16.8,4.64,5.84,High,6.1,Clear,Fall,4,8,8.3,Dry Van,0,normal,slow,1,1277,60,2353.51,1014.60274,3368.11274,51
"New York, NY","Phoenix, AZ",46.1,22.8,4.65,4.4,High,5.4,Storm,Spring,7,8,3.5,Flatbed,1,normal,slow,1,2461,60,4567.62,2600.829545,7168.449545,46.1
"Los Angeles, CA","Seattle, WA",66.2,21.3,4.24,5.41,High,9,Storm,Fall,3,8,1.3,Refrigerated,0,fast,normal,2,1104,70,2395.68,865.2421442,3260.922144,66.2
"Dallas, TX","Chicago, IL",51.4,22.2,3.14,4.7,Low,9.1,Fog,Summer,3,8,0.7,Tanker,0,slow,slow,1,925,60,1704.77,617.9787234,2322.748723,51.4
"Denver, CO","Atlanta, GA",51.9,26.7,3.43,5.44,High,4.4,Storm,Fall,4,8,4.1,Flatbed,0,normal,slow,1,1392,60,2540.4,877.6764706,3418.076471,51.9
"Seattle, WA","Atlanta, GA",71.6,10.8,4.61,4.24,Medium,9.4,Fog,Fall,5,8,8.7,Dry Van,0,fast,fast,3,2505,80,6755.98,2723.596698,9479.576698,71.6
"Phoenix, AZ","Seattle, WA",45.9,14.7,3.76,4.91,High,6.3,Snow,Summer,4,8,9.8,Tanker,0,normal,slow,1,1282,60,2346.06,981.7352342,3327.795234,45.9
"Atlanta, GA","Houston, TX",54.8,6.1,4.48,7.67,Medium,5.7,Rain,Summer,2,8,9.7,Dry Van,0,fast,slow,1,806,60,1467.73,470.779661,1938.509661,54.8
"Phoenix, AZ","Miami, FL",64.5,26,4.96,6.49,Medium,7.4,Storm,Summer,5,8,2.8,Dry Van,0,normal,normal,2,2276,70,4950.3,1739.439137,6689.739137,64.5
"New York, NY","Seattle, WA",43.9,22.6,4.08,4.39,Medium,5.5,Snow,Spring,8,8,2.8,Dry Van,0,normal,slow,1,2762,60,5140.08,2566.961276,7707.041276,43.9
"Houston, TX","Chicago, IL",42.6,10.7,4.46,6.4,Medium,4.4,Snow,Fall,4,8,6.7,Refrigerated,0,normal,slow,1,1083,60,1995.97,754.715625,2750.685625,42.6
"Seattle, WA","Houston, TX",71.2,9.6,3.16,4.96,High,8.8,Snow,Spring,4,8,10,Flatbed,0,fast,fast,3,2173,80,5845.37,1384.41129,7229.78129,71.2
"Atlanta, GA","Dallas, TX",58.3,6.6,4.66,6.4,High,4.7,Rain,Spring,2,8,0.3,Flatbed,0,fast,slow,1,828,60,1507.79,602.8875,2110.6775,58.3
"Denver, CO","Miami, FL",42.3,28.9,3.05,6.78,Medium,4.5,Clear,Spring,6,8,4.6,Flatbed,0,fast,slow,1,1984,60,3666.43,892.5073746,4558.937375,42.3
"Denver, CO","Phoenix, AZ",51.9,9.1,3.34,7.79,High,6.7,Rain,Summer,2,8,6.4,Dry Van,1,normal,slow,1,673,60,1228.23,288.5519897,1516.78199,51.9
"Dallas, TX","Chicago, IL",44.6,10.9,4.57,7.88,High,5.6,Rain,Winter,3,8,4.7,Refrigerated,1,fast,slow,1,925,60,1704.77,536.4530457,2241.223046,44.6
"Los Angeles, CA","Dallas, TX",49.4,15.2,4.78,4.01,Medium,4.2,Rain,Summer,4,8,9.1,Flatbed,0,normal,slow,1,1423,60,2609.78,1696.244389,4306.024389,49.4
"Houston, TX","Chicago, IL",56.4,16.3,3.95,6.49,Medium,6.8,Fog,Fall,3,8,5.9,Refrigerated,1,normal,slow,1,1083,60,1995.97,659.1448382,2655.114838,56.4
"Houston, TX","Atlanta, GA",69.9,6.2,4.67,7.38,Medium,5.7,Rain,Fall,2,8,4.4,Dry Van,0,slow,normal,2,806,70,1728.87,510.0298103,2238.89981,69.9
"Dallas, TX","Miami, FL",53.9,6.1,3.56,7.27,High,5.7,Rain,Spring,3,8,5.3,Tanker,1,normal,slow,1,1277,60,2353.51,625.3259972,2978.835997,53.9
"Seattle, WA","Miami, FL",60.1,5.7,4.35,4.18,Medium,6.7,Clear,Spring,7,8,4.2,Refrigerated,1,slow,normal,2,3141,70,6847.38,3268.744019,10116.12402,60.1
"Miami, FL","Atlanta, GA",71.8,22.9,4.22,5.24,Medium,8.9,Fog,Spring,2,8,8.2,Tanker,1,slow,fast,3,697,80,1899.33,561.3244275,2460.654427,71.8
"Miami, FL","Houston, TX",62.3,6.3,3.52,4.24,High,7.6,Storm,Winter,3,8,1.1,Dry Van,1,fast,normal,2,1112,70,2413.04,923.1698113,3336.209811,62.3
"Atlanta, GA","Dallas, TX",56,14.2,3.24,5.68,Low,8.5,Fog,Summer,2,8,0.8,Refrigerated,1,fast,slow,1,828,60,1507.79,472.3098592,1980.099859,56
"Seattle, WA","Houston, TX",73,21.7,4.36,5.45,Low,7.6,Snow,Summer,4,8,9.1,Refrigerated,0,fast,fast,3,2173,80,5845.37,1738.4,7583.77,73
"Los Angeles, CA","Phoenix, AZ",70.6,23.1,3.24,7.61,Medium,4.4,Storm,Summer,1,8,0.1,Tanker,1,slow,fast,3,410,80,1111.51,174.5597898,1286.06979,70.6
"Seattle, WA","Atlanta, GA",50.3,17.2,4.15,4.17,High,4.7,Storm,Winter,7,8,3.4,Tanker,1,slow,slow,1,2505,60,4584.15,2492.985612,7077.135612,50.3
"Chicago, IL","New York, NY",62.8,26.1,4.38,5.72,High,8,Storm,Spring,2,8,3.1,Refrigerated,0,slow,normal,2,818,70,1807.78,626.3706294,2434.150629,62.8
"Miami, FL","Seattle, WA",55.6,25,4.64,7.43,Low,9.5,Rain,Fall,8,8,8.9,Flatbed,1,normal,slow,1,3141,60,5817.13,1961.539704,7778.669704,55.6
"Dallas, TX","Phoenix, AZ",53,5.7,3.79,6.1,High,7.1,Fog,Fall,3,8,1.4,Flatbed,1,slow,slow,1,1017,60,1851.96,631.8737705,2483.83377,53
"Houston, TX","Dallas, TX",52.1,8.9,3.05,6.58,Medium,7.8,Clear,Spring,1,8,6.8,Flatbed,0,normal,slow,1,259,60,470.34,120.0531915,590.3931915,52.1
"Denver, CO","Miami, FL",52.8,10.4,4.98,5.82,Low,8.1,Storm,Winter,5,8,2.3,Flatbed,1,fast,slow,1,1984,60,3666.43,1697.649485,5364.079485,52.8
